month,Alberta_FT_F,Alberta_FT_M,Alberta_PT_F,Alberta_PT_M,British Columbia_FT_F,British Columbia_FT_M,British Columbia_PT_F,British Columbia_PT_M,Manitoba_FT_F,Manitoba_FT_M,Manitoba_PT_F,Manitoba_PT_M,New Brunswick_FT_F,New Brunswick_FT_M,New Brunswick_PT_F,New Brunswick_PT_M,Newfoundland and Labrador_FT_F,Newfoundland and Labrador_FT_M,Newfoundland and Labrador_PT_F,Newfoundland and Labrador_PT_M,Nova Scotia_FT_F,Nova Scotia_FT_M,Nova Scotia_PT_F,Nova Scotia_PT_M,Ontario_FT_F,Ontario_FT_M,Ontario_PT_F,Ontario_PT_M,Prince Edward Island_FT_F,Prince Edward Island_FT_M,Prince Edward Island_PT_F,Prince Edward Island_PT_M,Quebec_FT_F,Quebec_FT_M,Quebec_PT_F,Quebec_PT_M,Saskatchewan_FT_F,Saskatchewan_FT_M,Saskatchewan_PT_F,Saskatchewan_PT_M
2002-01,548.9,808.0,203.1,90.9,618.9,880.8,290.1,134.2,186.9,265.5,75.0,31.3,123.8,158.2,37.9,15.1,75.1,97.5,23.3,9.8,151.2,190.1,53.4,25.2,2030.9,2811.4,747.3,336.6,23.6,29.5,7.5,3.0,1181.9,1682.2,420.8,198.1,147.3,217.0,61.4,30.9
2002-02,537.1,815.2,211.7,79.5,615.8,866.4,285.5,146.9,184.9,261.3,76.6,32.6,126.2,160.1,36.2,14.3,75.9,97.0,21.7,9.0,150.5,191.6,53.9,21.5,2035.7,2827.7,731.5,349.9,23.5,29.8,7.7,2.9,1193.5,1704.8,413.2,190.3,144.5,221.8,65.0,29.9
2002-03,536.9,817.0,214.9,81.5,619.0,864.9,282.5,152.2,186.3,266.9,77.0,31.0,125.4,162.0,38.9,13.6,76.5,99.0,22.4,8.8,146.7,194.4,55.4,22.7,2027.9,2863.9,738.2,331.3,23.6,30.1,7.9,2.7,1189.2,1711.5,433.6,193.9,144.7,219.6,66.2,30.3
2002-04,536.1,819.6,213.6,84.3,618.8,885.1,292.5,137.5,183.7,265.0,78.7,32.8,127.7,163.4,38.0,13.4,76.9,98.6,23.3,9.5,148.0,195.0,54.9,22.5,2036.9,2852.6,744.1,342.9,24.3,30.7,7.8,2.9,1182.8,1724.0,443.6,202.2,145.9,219.0,65.2,28.3
2002-05,542.3,819.1,209.5,83.8,621.5,873.9,290.1,143.6,179.4,263.7,81.5,32.6,128.1,162.2,37.3,15.3,76.9,97.1,20.7,11.1,149.0,195.0,55.5,23.3,2049.0,2865.5,744.8,339.7,24.3,30.5,7.2,3.0,1195.4,1747.9,440.4,199.8,147.6,220.5,66.7,30.5
2002-06,547.1,827.9,210.8,82.9,624.0,888.1,299.6,142.5,182.0,266.2,81.9,34.5,128.5,162.2,36.6,15.1,75.5,97.8,23.2,10.6,148.3,194.6,55.6,23.9,2057.2,2854.4,745.9,342.0,25.0,29.7,6.9,3.3,1203.1,1762.9,434.6,196.1,149.9,222.9,64.7,29.8
2002-07,556.7,827.4,209.8,93.1,625.0,891.8,302.2,144.6,185.4,265.6,79.6,36.0,126.4,161.1,38.9,15.1,76.9,96.3,23.1,12.5,145.2,196.4,55.9,21.6,2077.5,2876.3,742.1,335.7,25.5,29.1,6.1,3.5,1193.6,1756.2,440.0,193.9,151.6,222.5,63.5,30.1
2002-08,555.3,832.1,214.1,93.0,630.3,906.7,305.4,139.0,184.5,263.8,81.3,35.0,126.3,163.5,39.2,15.4,76.0,95.9,23.5,12.5,146.8,197.6,57.4,24.3,2108.6,2876.2,733.9,356.4,24.8,29.5,7.1,3.6,1199.4,1735.8,449.5,197.9,156.1,222.0,63.2,31.6
2002-09,554.9,832.5,210.3,85.7,635.2,899.8,300.9,149.7,184.3,270.3,81.0,32.0,123.8,164.2,42.1,13.7,76.5,96.1,22.6,11.3,144.6,196.0,59.5,23.1,2092.2,2882.0,771.8,347.5,24.9,30.0,7.5,3.4,1205.3,1736.5,435.6,201.3,157.9,223.6,62.8,30.3
2002-10,558.7,836.3,208.1,84.6,610.4,895.2,317.7,147.2,184.0,267.5,80.8,35.0,124.0,162.4,41.5,15.8,77.7,96.9,20.9,10.9,147.3,198.0,59.3,21.0,2091.2,2883.7,775.9,352.3,24.5,30.0,7.3,3.0,1204.3,1720.8,447.9,207.9,156.1,224.8,65.3,29.2
2002-11,555.6,842.0,212.7,85.0,625.3,894.7,308.4,147.2,188.6,269.7,76.3,33.7,126.4,159.8,40.1,17.3,77.3,99.2,21.7,8.8,149.1,196.7,57.6,24.3,2097.5,2905.7,778.7,356.2,24.9,29.5,6.8,3.5,1221.0,1707.8,427.7,212.2,156.7,224.5,65.0,29.7
2002-12,557.2,847.0,212.0,87.2,602.2,884.1,327.7,145.7,185.0,273.9,78.9,32.2,126.5,163.5,39.9,14.6,75.9,100.9,23.0,8.8,150.4,196.5,56.8,23.8,2103.9,2907.6,777.8,357.6,24.9,29.3,7.2,3.6,1229.9,1740.6,434.8,202.0,157.8,222.0,63.0,31.4
2003-01,555.9,839.2,213.8,93.2,603.7,902.0,321.5,143.8,184.7,267.4,77.9,34.2,128.2,162.7,39.1,15.0,76.6,100.4,22.6,9.3,148.1,198.2,60.0,23.4,2109.2,2922.2,772.5,360.9,24.3,29.5,7.1,4.0,1232.6,1731.1,447.0,204.7,159.4,220.9,62.9,31.6
2003-02,564.1,843.7,211.6,91.9,608.4,912.6,325.2,137.9,181.7,271.0,80.2,32.9,127.8,162.8,40.9,13.1,75.8,100.7,24.5,9.6,149.9,196.5,57.2,27.3,2114.3,2936.0,792.1,355.1,24.8,29.9,6.7,3.5,1224.9,1724.2,449.0,216.3,159.0,221.0,64.8,31.1
2003-03,552.5,842.1,215.2,91.2,613.6,930.2,318.3,131.2,181.2,270.2,80.1,34.7,127.7,161.8,38.4,15.7,76.7,99.8,23.0,10.5,151.0,198.8,57.2,24.1,2134.8,2936.6,790.0,352.6,24.9,29.4,6.5,3.8,1216.4,1721.6,447.3,214.4,160.2,224.7,61.4,28.9
2003-04,561.2,849.9,212.4,85.1,624.6,928.3,308.1,132.4,184.2,270.6,78.7,34.6,127.7,160.0,37.2,15.2,74.3,100.1,26.0,9.6,150.1,199.8,56.4,27.0,2101.4,2939.7,791.2,353.6,24.5,29.9,7.1,3.4,1221.6,1729.6,445.9,220.8,158.1,221.8,64.3,31.2
2003-05,565.9,849.3,213.8,92.1,627.9,935.5,300.8,119.6,186.6,269.3,78.6,34.0,126.0,155.1,36.2,14.7,77.6,99.5,22.5,10.3,152.4,201.1,53.9,23.3,2106.9,2922.3,798.3,357.3,24.4,30.1,7.7,3.3,1209.3,1731.7,460.2,206.8,156.1,225.2,67.3,28.3
2003-06,562.7,846.0,218.6,93.8,629.5,928.0,303.9,128.8,188.1,268.7,77.4,33.0,127.3,159.2,37.4,15.6,78.8,101.5,21.2,10.2,152.1,196.2,56.4,25.7,2096.6,2920.5,808.3,370.7,25.1,30.6,7.9,3.5,1233.0,1720.1,454.7,220.7,155.7,223.2,67.4,31.1
2003-07,555.3,852.1,226.6,96.2,639.3,916.5,302.5,137.3,191.9,267.4,76.2,33.9,130.4,159.4,35.6,17.6,78.2,100.0,22.6,9.4,150.3,197.5,56.9,23.9,2109.0,2923.1,800.5,360.3,24.9,30.9,7.9,3.3,1246.1,1738.4,439.4,212.2,155.2,222.3,69.1,31.1
2003-08,563.2,859.0,220.7,89.8,636.9,913.0,320.1,130.5,190.1,266.8,76.1,35.8,127.0,159.3,36.8,15.5,80.9,98.3,22.2,9.7,152.9,194.0,57.8,25.1,2112.7,2927.1,801.6,368.5,25.9,30.4,7.4,3.4,1228.9,1726.7,453.0,207.7,157.1,224.1,67.4,29.9
2003-09,570.7,855.3,219.4,96.2,624.3,915.1,319.0,139.8,188.0,266.1,75.2,34.8,129.3,158.5,36.1,16.9,80.7,100.3,21.2,9.7,150.5,196.9,60.1,24.4,2105.4,2956.8,803.7,359.1,24.1,30.9,8.1,3.1,1237.5,1708.4,461.7,222.3,152.1,220.8,71.1,30.9
2003-10,580.3,853.5,214.8,101.7,648.0,917.3,306.4,147.7,188.7,267.1,76.7,34.6,127.9,160.5,38.4,15.2,81.8,97.4,21.6,10.5,153.5,196.2,54.8,26.3,2157.2,2954.1,752.9,373.5,24.2,30.8,8.0,3.3,1253.7,1703.1,461.4,218.1,155.7,224.0,65.8,29.1
2003-11,577.3,855.0,222.6,97.5,648.9,922.9,302.5,139.0,190.1,265.6,74.7,34.9,128.7,162.3,38.2,17.2,82.2,96.7,20.0,10.2,151.1,196.3,58.1,27.8,2140.7,2972.4,781.1,359.1,24.0,30.4,8.5,3.3,1247.1,1732.7,470.1,214.2,154.7,223.8,67.7,27.5
2003-12,579.3,865.2,222.7,93.6,658.9,929.5,306.0,132.3,192.5,263.7,74.1,36.8,127.4,161.5,38.8,14.7,83.2,96.9,19.9,10.2,152.0,198.8,59.2,26.4,2157.5,2974.6,787.2,364.9,24.2,31.0,8.6,3.0,1229.5,1718.3,478.7,212.0,156.9,225.6,65.1,26.4
2004-01,576.3,863.6,220.1,95.0,654.7,926.7,302.5,139.7,189.9,266.5,76.3,36.7,127.0,162.0,39.6,15.6,82.3,98.9,21.4,10.0,150.6,198.8,58.6,25.9,2176.9,2983.1,773.2,360.6,24.8,30.5,7.7,2.9,1244.5,1711.7,455.7,226.2,156.8,228.8,64.1,25.1
2004-02,574.7,871.0,222.7,92.7,648.5,923.5,299.6,133.0,193.2,266.1,73.0,35.6,127.2,164.0,41.5,13.9,84.9,99.9,18.4,10.8,152.4,201.1,56.9,25.6,2180.5,2985.4,781.1,361.9,24.9,30.2,7.6,3.1,1257.7,1719.6,461.3,212.2,158.8,228.3,63.2,24.6
2004-03,579.9,872.4,216.3,97.5,660.7,929.5,288.6,128.9,195.8,270.6,72.1,32.5,127.5,162.8,41.9,14.5,79.4,99.9,22.8,11.0,155.8,201.3,55.9,24.7,2199.4,2960.6,754.5,373.6,24.3,30.1,7.9,3.4,1257.6,1732.9,459.2,221.2,157.6,226.8,64.8,26.4
2004-04,579.4,875.3,219.8,101.0,645.5,930.4,293.9,129.4,193.1,269.5,76.1,32.8,127.9,162.7,39.3,14.1,80.8,101.6,19.8,9.9,154.7,202.5,58.1,22.9,2195.3,2981.5,760.6,362.9,25.0,29.0,7.6,3.1,1272.1,1747.9,456.0,222.7,153.9,231.1,69.6,26.2
2004-05,578.5,880.3,220.5,92.5,657.9,932.3,299.5,134.2,192.6,270.9,76.8,31.7,131.8,160.4,38.9,15.7,79.6,101.4,22.4,9.9,158.9,200.4,58.1,25.7,2201.5,2962.3,763.7,374.5,25.2,30.4,7.1,3.2,1269.8,1742.9,459.3,222.5,162.3,226.5,63.1,28.7
2004-06,576.8,867.6,226.3,99.1,676.5,947.7,299.2,121.3,188.4,270.2,79.0,33.7,131.2,160.7,39.2,16.9,79.3,98.9,24.4,11.7,158.0,203.8,55.7,28.0,2204.2,2994.9,772.4,347.7,24.6,30.6,7.4,2.8,1243.0,1743.5,467.5,214.7,158.7,225.1,67.5,28.0
2004-07,575.2,874.0,229.4,89.8,655.0,951.6,303.0,128.1,188.8,269.4,79.6,31.2,133.0,159.9,38.6,17.5,81.8,103.6,22.8,9.1,157.7,203.9,58.9,27.5,2173.4,2987.2,795.0,375.9,24.8,30.3,8.1,3.5,1254.6,1750.7,455.0,209.1,157.3,222.2,67.1,30.5
2004-08,584.5,878.0,227.0,92.8,652.9,948.3,303.4,128.6,195.8,270.2,72.3,33.5,131.6,161.1,41.6,17.2,79.3,103.8,22.2,9.5,160.0,202.5,55.8,25.3,2156.6,2990.5,794.6,365.7,24.8,30.9,7.8,3.4,1259.3,1746.6,446.8,221.7,155.3,225.7,70.4,28.3
2004-09,584.9,879.6,231.9,95.3,659.1,957.4,301.2,122.8,189.2,268.5,81.5,35.4,132.6,163.2,40.0,17.2,77.6,102.1,22.3,9.5,157.7,203.6,56.9,26.9,2175.5,2999.1,777.2,364.4,24.7,30.7,8.3,3.6,1279.9,1758.1,443.4,212.4,156.3,228.1,69.8,26.7
2004-10,579.1,882.5,229.5,91.4,679.3,966.1,281.2,117.3,194.9,267.6,76.7,37.4,131.6,163.7,38.7,16.6,78.7,102.9,21.3,8.6,155.5,204.8,57.4,25.8,2152.5,2994.3,813.1,374.8,25.3,31.1,7.9,3.5,1272.3,1763.4,441.4,217.7,158.1,230.4,68.3,27.3
2004-11,584.0,882.5,232.1,95.1,662.8,947.6,299.5,130.3,195.0,272.2,77.7,34.0,129.6,164.3,40.2,15.7,76.5,102.1,21.4,9.5,154.6,205.6,57.3,26.4,2165.3,2998.5,807.0,370.0,25.8,31.5,7.7,3.6,1282.5,1759.0,440.9,215.2,159.6,231.4,67.9,26.7
2004-12,585.9,882.5,232.8,93.8,674.6,958.6,292.9,132.3,194.2,274.5,77.1,32.2,130.3,163.9,39.9,16.0,79.2,102.4,21.2,10.7,153.2,203.6,59.3,26.0,2163.4,2995.5,811.7,370.4,26.0,31.2,7.3,3.8,1278.6,1747.5,442.4,217.0,159.1,230.0,69.1,28.2
2005-01,587.2,887.9,228.5,92.6,668.0,978.3,295.7,113.5,193.6,273.5,76.9,31.9,131.4,160.4,38.8,16.1,79.7,102.1,21.0,11.0,157.0,201.4,55.6,26.2,2144.6,2995.7,826.9,361.5,25.8,31.0,8.0,3.2,1285.2,1755.7,445.6,218.7,159.7,229.7,67.8,27.9
2005-02,600.8,888.6,218.3,94.9,670.3,972.9,304.6,119.4,193.2,269.0,79.2,37.2,128.8,161.5,40.3,15.8,78.7,102.0,20.8,9.6,161.7,204.6,52.8,22.3,2180.3,2998.7,802.9,366.4,25.0,30.7,8.3,3.7,1277.3,1748.7,451.3,224.8,162.9,228.6,65.0,29.3
2005-03,599.5,889.8,215.5,102.1,675.9,963.4,295.8,127.2,188.2,271.7,80.2,34.7,125.9,160.2,42.5,16.3,79.7,101.7,21.5,10.5,156.5,206.5,55.8,22.0,2153.7,2994.8,827.6,371.3,25.9,31.0,7.2,3.5,1295.7,1752.2,427.8,225.6,166.6,226.7,62.4,31.9
2005-04,593.5,896.4,224.5,102.0,667.0,980.2,308.5,118.3,191.3,267.8,77.8,34.9,126.8,161.5,42.7,15.1,79.4,98.6,20.6,11.7,155.3,201.7,58.9,25.0,2189.6,3010.5,801.3,361.6,25.4,29.9,7.8,4.0,1297.8,1738.1,439.3,228.1,163.3,227.0,62.1,30.2
2005-05,595.0,900.5,220.2,100.5,673.7,986.9,301.1,119.0,191.6,268.8,77.4,36.2,129.0,162.4,42.5,15.2,80.3,100.0,19.8,9.9,157.5,201.3,60.4,26.0,2190.9,3019.8,802.8,374.2,25.1,29.9,7.6,4.2,1293.1,1703.1,430.2,235.0,160.8,228.1,63.9,30.5
2005-06,598.8,911.1,209.4,93.7,675.1,968.9,301.1,139.6,192.3,269.7,76.9,35.1,123.9,161.7,42.1,15.5,81.1,103.6,19.6,9.9,153.5,201.4,62.7,25.4,2193.3,3018.5,814.7,358.7,24.5,30.6,7.7,4.3,1313.2,1747.0,422.5,214.3,160.7,228.1,64.5,30.0
2005-07,602.7,917.0,215.1,93.1,693.6,979.2,285.8,130.3,192.2,270.4,77.5,36.9,127.1,163.2,41.7,14.6,81.3,101.4,22.6,10.0,156.8,199.5,58.3,27.1,2202.1,3030.8,790.5,355.9,25.5,30.2,8.1,4.2,1272.3,1736.5,471.2,229.7,159.7,228.1,64.8,31.0
2005-08,600.7,914.9,217.9,92.9,685.3,969.2,309.6,136.1,191.0,273.6,77.3,34.4,128.0,161.7,41.1,16.2,80.1,99.9,22.2,9.6,156.9,203.7,59.2,26.1,2209.7,3047.4,781.3,350.9,25.9,30.1,7.9,3.7,1283.5,1749.6,465.6,227.4,159.8,227.5,65.3,30.2
2005-09,607.4,914.2,212.2,89.6,674.8,976.4,308.4,136.1,194.7,274.1,75.7,30.8,129.4,161.0,39.8,15.6,80.8,100.8,22.3,8.9,157.7,195.0,57.2,29.9,2234.5,3027.3,768.8,377.5,26.1,30.6,7.3,3.8,1287.9,1747.2,450.3,229.3,154.4,226.4,66.6,29.2
2005-10,597.1,913.6,227.1,96.9,682.6,985.2,306.4,135.4,190.7,272.6,79.1,33.9,129.9,157.1,39.8,17.6,79.1,101.0,23.2,8.5,159.9,200.6,57.2,25.4,2248.2,3009.3,769.9,393.8,26.7,30.8,7.1,3.5,1261.6,1763.4,466.4,230.3,154.0,224.7,67.2,30.6
2005-11,607.5,930.9,223.0,82.2,693.1,994.5,304.0,133.6,191.1,274.6,79.9,34.4,133.4,159.8,38.2,17.7,82.9,99.6,22.7,10.0,160.5,198.6,57.3,25.1,2255.8,3008.1,772.0,383.9,26.7,30.6,7.6,3.6,1264.5,1754.1,471.3,228.7,159.2,225.4,64.2,29.6
2005-12,615.8,924.0,218.4,91.5,689.5,1001.1,309.3,127.6,188.8,273.1,82.7,36.7,130.8,160.4,41.2,19.7,77.4,97.3,24.7,9.2,158.4,199.6,56.5,25.1,2255.8,3008.2,749.5,382.3,26.9,31.1,7.3,3.1,1281.2,1765.7,457.4,228.5,160.4,225.6,64.1,27.8
2006-01,619.5,925.7,219.3,87.7,698.6,987.0,302.4,125.9,189.4,271.3,82.7,37.5,130.3,160.9,42.3,18.9,79.9,96.5,22.6,9.8,160.0,198.0,58.2,25.0,2257.9,3002.5,759.3,385.9,26.2,30.9,7.5,3.1,1279.5,1763.2,454.3,221.6,160.6,224.5,65.0,29.4
2006-02,617.8,935.7,234.8,89.9,691.7,978.3,309.8,146.7,192.4,272.9,80.5,37.0,131.4,159.3,42.0,20.2,80.9,98.5,23.2,10.7,158.5,197.6,58.7,24.4,2234.2,3016.7,763.1,377.2,26.2,31.0,7.7,3.1,1285.6,1759.8,454.4,228.5,159.4,226.0,65.5,28.8
2006-03,622.3,943.4,229.3,91.0,700.3,988.0,302.6,144.5,197.0,270.0,75.9,37.2,133.0,163.7,38.9,17.5,79.0,98.7,21.9,10.0,161.7,196.5,56.3,27.1,2232.9,3032.8,781.1,377.3,26.8,30.4,7.2,2.6,1278.3,1756.5,459.6,237.6,161.1,228.4,63.8,28.2
2006-04,630.8,949.8,222.9,86.0,707.8,998.5,298.1,137.9,194.9,272.3,78.2,36.9,133.5,163.2,39.4,17.5,80.1,100.0,23.6,9.9,160.1,196.8,58.0,27.4,2246.5,3032.3,789.8,376.1,26.3,31.5,7.5,3.1,1280.3,1739.7,468.0,229.4,163.6,231.4,63.1,27.8
2006-05,647.2,968.4,219.9,85.3,707.1,993.6,299.6,131.0,199.8,273.7,73.7,35.9,133.8,163.5,38.6,17.7,81.7,102.1,22.7,9.3,161.6,196.8,58.0,26.7,2296.3,3059.8,764.4,356.6,26.8,31.8,7.6,2.7,1281.1,1764.6,471.8,219.5,166.4,231.8,61.2,26.4
2006-06,641.7,963.6,223.7,85.7,716.1,991.1,295.4,133.1,195.3,273.8,78.0,36.5,133.9,163.1,38.2,17.4,84.1,101.2,20.0,9.1,159.4,195.3,59.0,26.1,2287.4,3033.5,773.7,381.8,26.5,31.3,7.4,3.0,1274.0,1749.3,486.5,234.8,166.8,231.7,63.4,28.6
2006-07,644.0,963.8,220.8,89.1,709.9,998.2,303.9,130.7,193.1,273.0,78.6,37.1,131.4,162.9,39.2,16.1,82.5,95.9,22.2,11.1,157.4,196.1,59.9,24.1,2303.8,3020.4,764.2,388.3,26.1,31.4,6.9,3.2,1293.8,1754.4,465.1,231.7,169.0,232.9,62.9,27.6
2006-08,647.3,970.3,219.1,90.0,713.9,998.0,295.3,132.4,191.1,275.8,82.7,34.9,129.9,160.9,39.1,16.1,86.6,99.3,20.2,9.1,159.8,197.4,55.2,26.4,2303.3,3017.2,756.0,386.7,26.3,30.8,7.3,3.7,1306.9,1764.2,454.5,226.0,175.0,232.5,58.4,28.6
2006-09,647.9,978.6,213.0,90.8,719.6,1002.4,296.0,131.7,192.4,275.4,83.8,33.3,129.9,161.8,39.2,15.8,84.3,99.5,22.8,10.3,161.7,198.3,56.0,25.1,2287.3,2996.0,792.1,380.6,26.0,30.8,7.7,3.4,1297.1,1774.6,457.8,232.1,171.6,234.0,63.2,29.1
2006-10,662.8,985.2,209.8,85.9,711.3,1004.5,307.9,133.9,189.5,277.0,84.1,33.3,131.7,162.6,39.1,15.5,82.2,102.0,24.1,9.7,162.5,195.5,56.1,27.3,2272.4,3015.0,793.1,361.8,25.4,31.2,7.7,3.2,1314.3,1774.0,449.2,233.0,168.9,235.1,68.3,29.7
2006-11,668.3,979.4,219.7,89.0,698.4,997.0,310.8,143.9,193.4,275.4,79.6,34.5,132.8,161.2,39.7,14.8,82.1,101.0,25.0,9.1,165.9,195.1,55.4,28.4,2270.8,3024.9,801.6,368.0,25.9,31.6,7.7,3.5,1324.2,1759.9,438.9,246.1,169.5,235.2,66.4,29.5
2006-12,661.8,981.4,216.6,84.1,720.5,1004.8,300.7,143.1,195.6,276.7,76.8,35.7,132.0,161.7,41.3,15.9,82.6,101.2,24.0,9.7,168.3,194.2,53.9,29.0,2270.7,3022.6,835.6,373.5,25.7,30.3,8.3,3.8,1334.0,1758.4,440.6,247.6,168.1,237.8,68.9,30.1
2007-01,662.7,993.4,218.2,88.6,729.3,1015.5,296.9,154.4,196.5,277.0,77.3,34.9,133.7,161.9,40.4,16.8,82.2,100.8,22.6,9.1,170.2,197.3,53.2,27.9,2285.3,3007.3,821.9,385.4,25.8,31.6,8.4,3.5,1323.0,1749.2,461.4,253.4,167.6,239.9,69.5,27.6
2007-02,669.4,997.2,214.7,90.5,727.8,1018.2,299.3,148.4,195.8,277.7,79.9,34.5,133.5,163.4,39.9,17.4,83.2,101.9,22.5,9.0,171.8,199.6,52.5,26.6,2301.7,2996.4,827.7,385.2,25.3,30.2,8.7,4.7,1320.5,1761.7,464.9,238.1,166.0,237.2,69.8,29.8
2007-03,667.1,989.8,220.0,95.0,718.1,1023.6,321.5,139.9,191.2,276.8,84.1,39.4,133.9,162.9,40.1,17.2,85.8,100.6,19.3,9.4,168.4,195.7,55.9,27.6,2319.4,3009.6,808.6,380.5,25.1,31.4,8.8,3.6,1332.7,1773.1,473.3,235.8,166.7,237.5,71.9,29.5
2007-04,664.7,994.1,225.7,93.9,720.0,1025.5,302.3,140.8,192.6,276.8,81.6,38.8,132.3,165.2,40.6,16.6,84.3,101.1,21.6,9.1,165.8,198.1,58.5,26.3,2304.2,2990.9,818.7,393.5,25.4,31.1,8.5,3.7,1341.4,1770.1,468.3,239.9,164.9,238.3,71.1,29.5
2007-05,668.9,990.3,224.1,94.8,728.1,1035.6,300.7,137.8,194.8,277.5,80.6,38.7,132.3,164.7,42.1,16.8,84.7,99.5,22.2,10.6,167.2,198.3,55.9,25.0,2291.6,3032.4,826.8,370.8,25.8,30.8,7.7,3.4,1340.5,1780.0,462.4,232.0,167.8,237.6,67.6,30.3
2007-06,673.2,997.4,220.6,98.3,709.3,1029.0,317.5,146.3,197.5,280.0,79.1,35.4,134.7,167.7,43.7,16.3,81.4,99.9,23.8,10.8,167.3,197.9,56.1,25.4,2343.2,3051.5,771.2,364.1,26.2,30.5,7.8,3.8,1371.0,1786.7,456.6,233.7,168.0,239.8,63.7,29.8
2007-07,672.4,1005.5,226.9,94.2,712.3,1036.8,312.6,133.1,200.8,278.5,76.3,35.3,136.2,166.8,41.8,15.3,83.2,102.2,21.8,10.2,161.8,199.5,56.0,24.3,2357.9,3031.7,775.6,393.5,26.6,30.5,7.3,3.6,1357.4,1783.5,482.0,239.8,169.5,241.5,65.5,29.1
2007-08,678.6,1008.2,221.2,93.7,718.3,1045.2,311.4,129.5,199.8,279.3,77.6,35.3,136.8,166.6,40.6,15.5,82.9,103.8,21.1,9.9,161.1,196.9,58.9,25.8,2348.0,3023.4,802.2,385.8,26.5,30.2,7.5,4.1,1356.3,1778.0,481.1,242.7,169.3,244.7,62.9,25.8
2007-09,677.9,1009.4,224.4,93.1,719.6,1052.3,305.9,132.7,200.9,283.2,75.7,34.6,137.3,165.1,40.5,17.0,83.5,103.4,21.1,9.8,159.7,199.5,61.2,25.5,2340.6,3043.7,807.4,386.4,26.3,30.6,7.5,3.8,1343.5,1779.0,505.4,236.2,172.9,240.4,63.0,31.3
2007-10,674.9,1001.7,225.9,101.8,719.0,1048.4,309.2,139.1,200.3,284.2,77.0,36.4,136.5,165.8,39.5,16.6,84.0,103.9,21.0,9.2,163.8,199.4,60.1,26.7,2357.8,3022.3,817.7,412.2,26.4,30.9,7.9,4.4,1350.9,1785.6,502.0,235.7,172.2,245.3,62.5,29.0
2007-11,674.6,1013.7,221.2,97.8,737.0,1054.2,303.4,134.6,198.8,285.6,79.0,35.5,137.8,167.1,39.5,18.9,81.9,104.3,21.4,9.3,163.0,200.3,60.0,25.9,2346.9,3024.9,812.7,401.7,26.2,29.9,7.8,3.6,1355.8,1772.4,505.3,260.2,169.9,243.6,66.9,31.1
2007-12,686.9,1018.5,216.9,105.2,715.1,1047.9,325.4,144.7,199.9,286.2,76.8,31.1,139.4,166.7,38.0,17.2,82.9,106.3,21.4,8.7,163.9,200.0,60.0,27.1,2347.4,3020.4,804.7,397.1,26.3,30.7,7.5,3.7,1353.7,1787.5,498.8,252.5,170.9,242.5,64.2,32.6
2008-01,686.8,1021.3,218.9,103.2,726.2,1052.0,318.0,145.2,200.6,285.8,76.0,34.9,142.0,166.8,35.0,16.3,83.2,107.0,23.1,9.5,163.9,201.5,60.4,25.9,2318.7,3045.2,829.9,385.0,26.8,30.9,7.3,4.2,1352.2,1803.5,492.9,244.4,171.8,243.4,61.6,31.4
2008-02,684.7,1020.2,224.8,100.6,737.0,1040.0,313.2,144.9,201.9,283.3,75.7,36.7,139.4,165.7,38.5,17.0,82.3,106.5,23.6,9.1,165.0,201.9,59.1,23.9,2337.1,3078.1,832.3,379.2,27.2,31.0,7.0,3.8,1351.6,1815.9,496.9,229.5,174.4,246.8,61.5,31.0
2008-03,689.0,1030.3,219.3,99.7,736.2,1055.2,313.4,139.2,199.9,286.3,78.1,34.8,136.6,164.9,41.3,17.1,81.6,104.3,25.0,8.8,165.8,198.9,58.5,26.2,2338.5,3044.7,823.3,399.4,26.1,31.6,7.9,4.2,1348.8,1800.5,487.5,246.6,174.6,244.8,63.7,30.4
2008-04,682.5,1038.9,229.0,94.2,734.9,1050.9,318.2,142.4,199.6,284.2,86.2,35.7,137.4,164.3,40.2,18.2,81.4,106.6,25.3,9.2,166.0,201.3,60.4,25.4,2331.5,3071.4,836.0,384.2,27.0,31.3,7.3,3.8,1353.3,1792.6,477.9,238.7,174.3,246.9,63.5,30.4
2008-05,678.1,1036.1,237.7,94.7,744.1,1043.5,315.2,141.8,201.6,282.6,78.4,36.4,137.1,163.0,39.7,17.9,83.6,108.6,22.7,8.9,164.1,199.1,59.7,25.7,2334.9,3049.4,855.5,398.4,26.0,31.7,8.6,3.7,1351.7,1796.8,480.6,236.5,172.1,248.5,66.0,26.7
2008-06,684.1,1031.5,234.9,100.9,747.0,1047.1,320.1,141.7,199.6,284.9,83.3,37.4,138.0,162.8,39.1,18.3,83.6,106.5,21.9,8.5,164.1,202.7,58.6,26.3,2320.1,3031.6,838.7,409.3,27.0,31.3,7.3,3.4,1363.8,1789.2,476.1,247.9,175.4,244.9,63.7,28.2
2008-07,686.8,1030.6,234.6,99.0,759.1,1050.9,301.1,137.5,200.9,286.9,80.6,35.1,138.1,164.8,39.8,17.2,85.1,105.1,21.4,9.2,167.8,200.9,56.1,28.5,2309.0,3021.0,851.7,415.1,27.2,30.4,7.7,3.3,1367.4,1784.3,473.8,250.8,177.2,246.7,62.1,26.7
